Idade;Sexo;Tipo de Assinatura;Valor da Assinatura;Modalidade;Cidade de Entrega;Nome do Bairro;Número Exemplares;Número Exemplares Entregues;Quantidade Parcelas Contrato;Data de Validade Inicial;Data de Validade Final
72;M;Combo;720;Anual;Bady Bassitt;A DEFINIR;104;72;12;29/07/2023 00:00;27/07/2024 00:00
71;M;Combo;720;Anual;Floreal;A DEFINIR;104;72;8;29/07/2023 00:00;27/07/2024 00:00
68;M;Combo;720;Anual;Tanabi;A DEFINIR;104;72;12;29/07/2023 00:00;27/07/2024 00:00
80;M;Combo;720;Anual;Mendonça;A DEFINIR;104;72;12;29/07/2023 00:00;27/07/2024 00:00
54;M;Combo;720;Anual;Magda;A DEFINIR;104;72;12;29/07/2023 00:00;27/07/2024 00:00
68;M;Digital;1251,75;Anual;Catanduva;Centro;261;179;12;30/07/2023 00:00;29/07/2024 00:00
72;M;Impressa;1669;Anual;São José do Rio Preto;Jardim Conceição;261;177;12;30/07/2023 00:00;29/07/2024 00:00
64;M;Combo;468;Anual;São José do Rio Preto;São Francisco;104;71;12;30/07/2023 00:00;27/07/2024 00:00
74;M;Impressa;1669;Anual;São José do Rio Preto;Residencial Macedo Teles I;261;177;10;30/07/2023 00:00;29/07/2024 00:00
72;M;Impressa;1669;Anual;São José do Rio Preto;Parque Industrial;261;176;3;30/07/2023 00:00;29/07/2024 00:00
68;M;Digital;1251,75;Anual;São José do Rio Preto;Vila Zilda;261;179;12;30/07/2023 00:00;29/07/2024 00:00
74;M;Digital;1251,75;Anual;São José do Rio Preto;Jardim Bela Vista;261;179;12;30/07/2023 00:00;29/07/2024 00:00
85;M;Impressa;1669;Anual;São José do Rio Preto;Vila Ercília;261;176;12;30/07/2023 00:00;29/07/2024 00:00
66;M;Digital;1251,75;Anual;São José do Rio Preto;São Francisco;261;178;6;30/07/2023 00:00;29/07/2024 00:00
70;M;Impressa;1669;Anual;São José do Rio Preto;Jardim Europa;261;176;1;30/07/2023 00:00;29/07/2024 00:00
70;M;Combo;720;Anual;São José do Rio Preto;Vila Redentora;104;71;12;30/07/2023 00:00;02/08/2024 00:00
70;M;Digital;1251,75;Anual;São José do Rio Preto;Centro;261;179;12;30/07/2023 00:00;29/07/2024 00:00
54;M;Digital;1251,75;Anual;São José do Rio Preto;Vila São José;261;177;1;30/07/2023 00:00;29/07/2024 00:00
54;M;Impressa;1669;Anual;São José do Rio Preto;Centro;261;176;3;30/07/2023 00:00;27/07/2024 00:00
79;M;Combo;720;Anual;São José do Rio Preto;Parque das Nascentes (Zona Rural);104;71;12;30/07/2023 00:00;02/08/2024 00:00
69;M;Impressa;1669;Anual;São José do Rio Preto;Jardim Europa;261;176;12;30/07/2023 00:00;29/07/2024 00:00
78;M;Impressa;1669;Anual;São José do Rio Preto;Centro;261;176;4;30/07/2023 00:00;29/07/2024 00:00
74;M;Combo;720;Anual;São José do Rio Preto;Residencial Marcia;104;71;12;30/07/2023 00:00;28/07/2024 00:00
75;M;Impressa;1669;Anual;São José do Rio Preto;Jardim Tarraf;261;169;6;30/07/2023 00:00;09/08/2024 00:00
71;M;Impressa;1669;Anual;São José do Rio Preto;Jardim Tarraf;261;176;1;30/07/2023 00:00;29/07/2024 00:00
89;F;Combo;720;Anual;Mirassol;AEROPORTO;104;71;12;30/07/2023 00:00;02/08/2024 00:00
71;F;Impressa;1669;Anual;São José do Rio Preto;QUINTA DO GOLFE;261;157;4;30/07/2023 00:00;26/08/2024 00:00
69;M;Impressa;1669;Anual;Monte Aprazível;Centro;261;177;1;30/07/2023 00:00;29/07/2024 00:00
75;F;Impressa;1669;Anual;Mendonça;A DEFINIR;261;177;12;30/07/2023 00:00;29/07/2024 00:00
88;M;Impressa;1669;Anual;São José do Rio Preto;Vila Ercília;261;175;12;01/08/2023 00:00;30/07/2024 00:00
72;M;Impressa;1669;Anual;São José do Rio Preto;Jardim Moysés Miguel Haddad;261;175;12;01/08/2023 00:00;30/07/2024 00:00
78;M;Combo;780;Anual;São José do Rio Preto;Vila Maceno;156;107;2;01/08/2023 00:00;29/07/2024 00:00
72;M;Digital;1251,75;Anual;São José do Rio Preto;Condomínio Débora Cristina;261;176;6;01/08/2023 00:00;30/07/2024 00:00
72;M;Combo;780;Anual;São José do Rio Preto;Vila Imperial;156;106;12;01/08/2023 00:00;30/07/2024 00:00
68;M;Impressa;1669;Anual;São José do Rio Preto;Jardim Alto Rio Preto;261;175;12;01/08/2023 00:00;30/07/2024 00:00
68;M;Combo;780;Anual;São José do Rio Preto;Jardim São Marco;156;107;12;01/08/2023 00:00;29/07/2024 00:00
68;M;Impressa;1669;Anual;São José do Rio Preto;Jardim América;261;176;1;01/08/2023 00:00;30/07/2024 00:00
67;M;Impressa;1669;Anual;São José do Rio Preto;Parque Industrial;261;176;6;01/08/2023 00:00;30/07/2024 00:00
67;M;Impressa;1669;Anual;São José do Rio Preto;Distrito Industrial;261;176;1;01/08/2023 00:00;30/07/2024 00:00
74;M;Combo;780;Anual;São José do Rio Preto;Boa Vista;156;108;12;01/08/2023 00:00;29/07/2024 00:00
84;M;Impressa;1669;Anual;São José do Rio Preto;Santos Dumont;261;175;1;01/08/2023 00:00;30/07/2024 00:00
72;M;Combo;780;Anual;São José do Rio Preto;Boa Vista;156;108;12;01/08/2023 00:00;29/07/2024 00:00
68;M;Impressa;1669;Anual;São José do Rio Preto;Jardim Aclimação;261;175;11;01/08/2023 00:00;30/07/2024 00:00
74;F;Combo;780;Anual;São José do Rio Preto;Jardim do Cedro;156;108;6;01/08/2023 00:00;30/07/2024 00:00
69;M;Combo;780;Anual;São José do Rio Preto;Vila Redentora;156;107;12;01/08/2023 00:00;30/07/2024 00:00
70;M;Combo;780;Anual;São José do Rio Preto;Jardim Santa Maria;156;107;12;01/08/2023 00:00;29/07/2024 00:00
68;M;Impressa;1669;Anual;São José do Rio Preto;Jardim Aclimação;261;175;1;01/08/2023 00:00;30/07/2024 00:00
69;M;Impressa;1669;Anual;São José do Rio Preto;Parque Industrial;261;175;3;01/08/2023 00:00;30/07/2024 00:00
72;F;Impressa;1669;Anual;São José do Rio Preto;Boa Vista;261;176;3;01/08/2023 00:00;30/07/2024 00:00
71;M;Combo;780;Anual;São José do Rio Preto;Morada Campestre;156;108;12;01/08/2023 00:00;29/07/2024 00:00
74;M;Impressa;1669;Anual;São José do Rio Preto;Parque Quinta das Paineiras;261;176;12;01/08/2023 00:00;30/07/2024 00:00
72;M;Combo;780;Anual;São José do Rio Preto;Bosque da Felicidade;156;107;12;01/08/2023 00:00;29/07/2024 00:00
72;M;Impressa;1669;Anual;São José do Rio Preto;Vila Toninho;261;176;12;01/08/2023 00:00;30/07/2024 00:00
73;F;Impressa;1669;Anual;São José do Rio Preto;Residencial Marcia;261;176;12;01/08/2023 00:00;30/07/2024 00:00
69;M;Combo;780;Anual;São José do Rio Preto;Centro;156;107;12;01/08/2023 00:00;30/07/2024 00:00
69;M;Impressa;1669;Anual;São José do Rio Preto;Vila Maceno;261;176;10;01/08/2023 00:00;30/07/2024 00:00
124;M;Impressa;1669;Anual;São José do Rio Preto;Bom Jardim;261;176;11;01/08/2023 00:00;30/07/2024 00:00
60;M;Combo;780;Anual;Urupês;Centro;156;108;12;01/08/2023 00:00;30/07/2024 00:00
77;F;Combo;780;Anual;São José do Rio Preto;Parque da Liberdade;156;108;12;01/08/2023 00:00;30/07/2024 00:00
77;F;Combo;780;Anual;Mirassol;AEROPORTO;156;108;12;01/08/2023 00:00;30/07/2024 00:00
77;M;Combo;780;Anual;São José do Rio Preto;Parque Residencial Damha;156;108;12;01/08/2023 00:00;29/07/2024 00:00
69;M;Combo;780;Anual;Floreal;A DEFINIR;156;108;8;01/08/2023 00:00;30/07/2024 00:00
66;M;Combo;780;Anual;Tanabi;A DEFINIR;156;108;12;01/08/2023 00:00;30/07/2024 00:00
79;F;Combo;780;Anual;Mendonça;A DEFINIR;156;108;12;01/08/2023 00:00;30/07/2024 00:00
79;F;Combo;780;Anual;Magda;A DEFINIR;156;108;12;01/08/2023 00:00;30/07/2024 00:00
69;M;Impressa;1669;Anual;NEVES PAULISTA;JD PAULO ALVES;261;176;6;01/08/2023 00:00;30/07/2024 00:00
73;M;Impressa;1669;Anual;São José do Rio Preto;Jardim Vivendas;261;156;12;02/08/2023 00:00;27/08/2024 00:00
74;M;Impressa;1669;Anual;São José do Rio Preto;Vila Sinibaldi;261;174;1;02/08/2023 00:00;31/07/2024 00:00
71;F;Impressa;1669;Anual;São José do Rio Preto;Centro;261;175;1;02/08/2023 00:00;31/07/2024 00:00
70;M;Impressa;1669;Anual;São José do Rio Preto;Vila Nossa Senhora do Bonfim;261;174;8;02/08/2023 00:00;31/07/2024 00:00
69;M;Digital;1251,75;Anual;São José do Rio Preto;Boa Vista;261;177;12;02/08/2023 00:00;31/07/2024 00:00
67;M;Digital;1251,75;Anual;São José do Rio Preto;Parque Industrial;261;177;6;02/08/2023 00:00;31/07/2024 00:00
74;M;Digital;1251,75;Anual;São José do Rio Preto;Jardim Estrela;261;175;3;02/08/2023 00:00;31/07/2024 00:00
74;M;Impressa;1669;Anual;São José do Rio Preto;Jardim Paulista;261;175;12;02/08/2023 00:00;31/07/2024 00:00
74;M;Impressa;1669;Anual;São José do Rio Preto;Centro;261;174;12;02/08/2023 00:00;31/07/2024 00:00
79;M;Impressa;1669;Anual;Mirassol;Centro;261;175;12;02/08/2023 00:00;31/07/2024 00:00
70;M;Combo;780;Anual;São José do Rio Preto;Residencial Vista Alegre I (Zona Rural);156;106;12;02/08/2023 00:00;31/07/2024 00:00
69;M;Impressa;1669;Anual;Mirassol;AEROPORTO;261;174;12;02/08/2023 00:00;02/08/2024 00:00
70;M;Digital;1251,75;Anual;Buritama;Centro;261;177;3;02/08/2023 00:00;31/07/2024 00:00
70;M;Impressa;1669;Anual;São José do Rio Preto;Boa Vista;261;174;12;03/08/2023 00:00;02/08/2024 00:00
69;M;Impressa;1669;Anual;São José do Rio Preto;Vila Imperial;261;173;11;03/08/2023 00:00;02/08/2024 00:00
74;M;Impressa;1669;Anual;São José do Rio Preto;Vila Ercília;261;173;4;03/08/2023 00:00;02/08/2024 00:00
74;M;Digital;1251,75;Anual;São José do Rio Preto;Condomínio Débora Cristina;261;176;1;03/08/2023 00:00;02/08/2024 00:00
71;M;Impressa;1669;Anual;São José do Rio Preto;Parque Industrial;261;174;12;03/08/2023 00:00;02/08/2024 00:00
72;M;Impressa;1669;Anual;São José do Rio Preto;Jardim Urano;261;173;12;03/08/2023 00:00;02/08/2024 00:00
67;M;Impressa;1669;Anual;Mirassol;Centro;261;173;12;03/08/2023 00:00;03/08/2024 00:00
73;M;Impressa;1669;Anual;Bady Bassitt;NOVA BADY;261;174;12;03/08/2023 00:00;02/08/2024 00:00
72;M;Impressa;1669;Anual;Santa Fé do Sul;Centro;261;174;12;03/08/2023 00:00;02/08/2024 00:00
72;M;Impressa;1669;Anual;São José do Rio Preto;Vila Santa Cruz;261;172;12;05/08/2023 00:00;03/08/2024 00:00
71;M;Impressa;1669;Anual;Catanduva;Centro;261;173;1;05/08/2023 00:00;03/08/2024 00:00
71;M;Combo;720;Anual;Catanduva;Vila Motta;104;70;12;05/08/2023 00:00;02/08/2024 00:00
67;M;Impressa;1669;Anual;São José do Rio Preto;Jardim Urano;261;172;4;05/08/2023 00:00;03/08/2024 00:00
69;M;Impressa;1669;Anual;São José do Rio Preto;Jardim Palmeiras;261;172;12;05/08/2023 00:00;03/08/2024 00:00
72;M;Impressa;1669;Anual;São José do Rio Preto;Vila Dório;261;172;6;05/08/2023 00:00;03/08/2024 00:00
67;F;Combo;720;Anual;São José do Rio Preto;Jardim Residencial Etemp;104;70;12;05/08/2023 00:00;02/08/2024 00:00
68;M;Impressa;1669;Anual;São José do Rio Preto;Centro;261;172;12;05/08/2023 00:00;03/08/2024 00:00
67;M;Impressa;1669;Anual;São José do Rio Preto;Eldorado;261;173;12;05/08/2023 00:00;03/08/2024 00:00
67;M;Combo;720;Anual;São José do Rio Preto;Jardim Panorama;104;70;4;05/08/2023 00:00;02/08/2024 00:00
71;M;Impressa;1669;Anual;São José do Rio Preto;Vila Nossa Senhora da Paz;261;172;12;05/08/2023 00:00;03/08/2024 00:00
71;M;Impressa;1669;Anual;São José do Rio Preto;Jardim Aclimação;261;172;11;05/08/2023 00:00;03/08/2024 00:00
75;M;Combo;720;Anual;São José do Rio Preto;Vila Angélica;104;70;12;05/08/2023 00:00;03/08/2024 00:00
73;M;Impressa;1669;Anual;São José do Rio Preto;Jardim Tarraf II;261;172;12;05/08/2023 00:00;03/08/2024 00:00
72;M;Combo;720;Anual;Engenheiro Schmitt;SAO DEOCLECIANO;104;70;12;05/08/2023 00:00;03/08/2024 00:00
67;M;Combo;720;Anual;São José do Rio Preto;Jardim Panorama;104;70;12;05/08/2023 00:00;02/08/2024 00:00
68;M;Combo;720;Anual;São José do Rio Preto;Vila Ipiranga;104;70;12;05/08/2023 00:00;02/08/2024 00:00
68;M;Digital;1251,75;Anual;São José do Rio Preto;São Francisco;261;175;12;05/08/2023 00:00;03/08/2024 00:00
68;M;Digital;1251,75;Anual;São José do Rio Preto;Distrito Industrial;261;175;12;05/08/2023 00:00;03/08/2024 00:00
73;M;Impressa;1669;Anual;São José do Rio Preto;Parque Industrial;261;172;12;05/08/2023 00:00;03/08/2024 00:00
73;F;Impressa;1669;Anual;São José do Rio Preto;Parque Industrial;261;170;11;05/08/2023 00:00;03/08/2024 00:00
72;M;Combo;720;Anual;São José do Rio Preto;Bom Jardim;104;70;12;05/08/2023 00:00;03/08/2024 00:00
67;M;Impressa;1669;Anual;São José do Rio Preto;Vila Anchieta;261;173;11;05/08/2023 00:00;03/08/2024 00:00
68;M;Combo;720;Anual;São José do Rio Preto;Cecap;104;70;12;05/08/2023 00:00;03/08/2024 00:00
65;M;Combo;720;Anual;São José do Rio Preto;Parque das Aroeiras II;104;70;12;05/08/2023 00:00;02/08/2024 00:00
65;M;Combo;720;Anual;São José do Rio Preto;Parque Belvedere;104;70;4;05/08/2023 00:00;03/08/2024 00:00
83;F;Combo;720;Anual;São José do Rio Preto;Residencial Vista Alegre I (Zona Rural);104;70;12;05/08/2023 00:00;03/08/2024 00:00
74;M;Impressa;1669;Anual;São José do Rio Preto;Jardim Tarraf;261;172;12;05/08/2023 00:00;03/08/2024 00:00
69;M;Combo;720;Anual;Magda;Centro;104;70;12;05/08/2023 00:00;03/08/2024 00:00
64;M;Impressa;1669;Anual;São José do Rio Preto;Residencial Marcia;261;170;8;05/08/2023 00:00;03/08/2024 00:00
69;F;Impressa;1669;Anual;Tanabi;A DEFINIR;261;173;12;05/08/2023 00:00;03/08/2024 00:00
70;M;Digital;1251,75;Anual;Votuporanga;Jardim Marin;261;175;1;05/08/2023 00:00;03/08/2024 00:00
70;M;Impressa;1669;Anual;Mirassol;AEROPORTO;261;173;12;05/08/2023 00:00;03/08/2024 00:00
67;M;Combo;720;Anual;Ibirá;A DEFINIR;104;70;12;05/08/2023 00:00;02/08/2024 00:00
71;M;Impressa;1669;Anual;Mirassol;A DEFINIR;261;173;4;05/08/2023 00:00;03/08/2024 00:00
68;M;Digital;1251,75;Anual;São José do Rio Preto;QUINTA DO GOLFE;261;173;1;05/08/2023 00:00;03/08/2024 00:00
73;F;Impressa;1669;Anual;Mirassol;Centro;261;173;12;05/08/2023 00:00;03/08/2024 00:00
66;M;Combo;720;Anual;Guapiaçu;A DEFINIR;104;70;2;05/08/2023 00:00;02/08/2024 00:00
72;M;Combo;720;Anual;São José do Rio Preto;QUINTA DO GOLFE PARK;104;70;12;05/08/2023 00:00;03/08/2024 00:00
72;M;Digital;1251,75;Anual;São José do Rio Preto;VILA CASSINI;261;175;12;05/08/2023 00:00;03/08/2024 00:00
69;M;Combo;720;Anual;General Salgado;VILA MARON;104;70;12;05/08/2023 00:00;02/08/2024 00:00
64;M;Impressa;1669;Anual;Catanduva;Centro;261;172;12;06/08/2023 00:00;05/08/2024 00:00
66;M;Combo;720;Anual;São José do Rio Preto;Parque Estoril;104;66;12;06/08/2023 00:00;17/08/2024 00:00
68;M;Digital;1251,75;Anual;São José do Rio Preto;Higienópolis;261;173;12;06/08/2023 00:00;05/08/2024 00:00
67;M;Impressa;1669;Anual;São José do Rio Preto;Jardim Nazareth;261;164;12;06/08/2023 00:00;17/08/2024 00:00
72;M;Digital;1251,75;Anual;São José do Rio Preto;Jardim Tarraf;261;172;12;06/08/2023 00:00;05/08/2024 00:00
66;M;Impressa;1669;Anual;São José do Rio Preto;Parque Industrial;261;172;12;06/08/2023 00:00;05/08/2024 00:00
67;M;Impressa;1669;Anual;São José do Rio Preto;Jardim Bela Vista;261;172;8;06/08/2023 00:00;05/08/2024 00:00
67;F;Impressa;1669;Anual;São José do Rio Preto;Jardim Vivendas;261;171;12;06/08/2023 00:00;05/08/2024 00:00
74;F;Impressa;1669;Anual;Catanduva;Vila Alexandria;261;172;1;06/08/2023 00:00;05/08/2024 00:00
80;M;Impressa;1669;Anual;Catanduva;Higienópolis;261;172;1;06/08/2023 00:00;05/08/2024 00:00
71;M;Impressa;1669;Anual;Palestina;A DEFINIR;261;172;8;06/08/2023 00:00;05/08/2024 00:00
70;M;Impressa;1669;Anual;Tanabi;A DEFINIR;261;172;11;06/08/2023 00:00;05/08/2024 00:00
65;M;Digital;1251,75;Anual;São José do Rio Preto;QUINTA DO GOLFE;261;172;12;06/08/2023 00:00;05/08/2024 00:00
69;F;Impressa;1669;Anual;São José do Rio Preto;Vila Maceno;261;171;10;08/08/2023 00:00;06/08/2024 00:00
67;M;Combo;780;Anual;Catanduva;Vila Motta;156;105;12;08/08/2023 00:00;05/08/2024 00:00
44;M;Impressa;1669;Anual;São José do Rio Preto;Jardim Palmeiras;261;171;11;08/08/2023 00:00;06/08/2024 00:00
74;M;Digital;1251,75;Anual;São José do Rio Preto;Jardim Panorama;261;171;12;08/08/2023 00:00;06/08/2024 00:00
73;F;Combo;780;Anual;São José do Rio Preto;Jardim Panorama;156;103;4;08/08/2023 00:00;05/08/2024 00:00
77;M;Impressa;1669;Anual;São José do Rio Preto;Cidade Nova;261;158;12;08/08/2023 00:00;24/08/2024 00:00
67;M;Impressa;1669;Anual;São José do Rio Preto;Vila Redentora;261;170;8;08/08/2023 00:00;06/08/2024 00:00
32;M;Combo;780;Anual;São José do Rio Preto;Parque Estoril;156;104;12;08/08/2023 00:00;06/08/2024 00:00
81;M;Impressa;1669;Anual;São José do Rio Preto;Vila Boa Esperança;261;171;12;08/08/2023 00:00;06/08/2024 00:00
81;M;Combo;780;Anual;São José do Rio Preto;Vila Angélica;156;104;12;08/08/2023 00:00;06/08/2024 00:00
73;M;Combo;780;Anual;Engenheiro Schmitt;SAO DEOCLECIANO;156;105;12;08/08/2023 00:00;06/08/2024 00:00
82;M;Combo;780;Anual;São José do Rio Preto;Jardim Panorama;156;103;12;08/08/2023 00:00;05/08/2024 00:00
71;M;Impressa;1669;Anual;São José do Rio Preto;Parque Industrial;261;170;3;08/08/2023 00:00;06/08/2024 00:00
67;M;Impressa;1669;Anual;São José do Rio Preto;Jardim Yolanda;261;171;12;08/08/2023 00:00;06/08/2024 00:00
67;M;Combo;780;Anual;São José do Rio Preto;Bom Jardim;156;104;12;08/08/2023 00:00;06/08/2024 00:00
71;F;Combo;780;Anual;São José do Rio Preto;Cecap;156;105;12;08/08/2023 00:00;06/08/2024 00:00
53;M;Combo;780;Anual;São José do Rio Preto;Parque das Aroeiras II;156;105;12;08/08/2023 00:00;05/08/2024 00:00
67;M;Combo;780;Anual;São José do Rio Preto;Parque Belvedere;156;105;4;08/08/2023 00:00;06/08/2024 00:00
67;M;Digital;1251,75;Anual;São José do Rio Preto;Jardim Tarraf;261;171;1;08/08/2023 00:00;06/08/2024 00:00
71;M;Combo;780;Anual;São José do Rio Preto;Jardim Vista Alegre;156;105;12;08/08/2023 00:00;05/08/2024 00:00
71;M;Combo;780;Anual;Magda;Centro;156;105;12;08/08/2023 00:00;06/08/2024 00:00
71;M;Impressa;1669;Anual;Guapiaçu;A DEFINIR;261;171;12;08/08/2023 00:00;06/08/2024 00:00
67;M;Combo;780;Anual;Ibirá;A DEFINIR;156;105;12;08/08/2023 00:00;05/08/2024 00:00
69;M;Combo;780;Anual;Guapiaçu;A DEFINIR;156;105;2;08/08/2023 00:00;05/08/2024 00:00
68;M;Combo;780;Anual;São José do Rio Preto;QUINTA DO GOLFE PARK;156;103;12;08/08/2023 00:00;06/08/2024 00:00
73;M;Digital;1251,75;Anual;São José do Rio Preto;Conjunto Habitacional Cristo Rei;261;172;12;09/08/2023 00:00;07/08/2024 00:00
75;F;Digital;1251,75;Anual;São José do Rio Preto;Centro;261;171;12;09/08/2023 00:00;07/08/2024 00:00
71;M;Impressa;1669;Anual;São José do Rio Preto;Vila Santa Cruz;261;169;1;09/08/2023 00:00;07/08/2024 00:00
56;M;Impressa;1669;Anual;São José do Rio Preto;Jardim Analice;261;169;1;09/08/2023 00:00;07/08/2024 00:00
69;M;Digital;1251,75;Anual;São Paulo;Mirandópolis;261;172;1;09/08/2023 00:00;07/08/2024 00:00
69;M;Impressa;1669;Anual;São José do Rio Preto;Jardim Tarraf;261;169;8;09/08/2023 00:00;07/08/2024 00:00
48;F;Impressa;1669;Anual;São José do Rio Preto;Centro;261;169;12;09/08/2023 00:00;07/08/2024 00:00
54;M;Impressa;1669;Anual;São José do Rio Preto;Parque Residencial Damha;261;170;12;09/08/2023 00:00;07/08/2024 00:00
54;M;Impressa;1669;Anual;São José do Rio Preto;Residencial Marcia;261;170;1;09/08/2023 00:00;07/08/2024 00:00
80;M;Digital;1251,75;Anual;Santa Adélia;A DEFINIR;261;172;1;09/08/2023 00:00;07/08/2024 00:00
80;M;Impressa;1669;Anual;Engenheiro Schmitt;BELA VISTA;261;169;12;09/08/2023 00:00;09/08/2024 00:00
70;F;Impressa;1669;Anual;São José do Rio Preto;Centro;261;168;11;10/08/2023 00:00;09/08/2024 00:00
71;M;Impressa;1669;Anual;São José do Rio Preto;Conjunto Habitacional Cristo Rei;261;169;12;10/08/2023 00:00;09/08/2024 00:00
71;M;Impressa;1669;Anual;São José do Rio Preto;Parque Estoril;261;169;11;10/08/2023 00:00;09/08/2024 00:00
71;M;Impressa;1669;Anual;São José do Rio Preto;Centro;261;167;12;10/08/2023 00:00;13/08/2024 00:00
68;M;Impressa;1669;Anual;São José do Rio Preto;Vila Moreira;261;169;11;10/08/2023 00:00;09/08/2024 00:00
69;M;Impressa;1669;Anual;São José do Rio Preto;Jardim Aclimação;261;168;3;10/08/2023 00:00;09/08/2024 00:00
71;M;Impressa;1669;Anual;Votuporanga;Patrimônio Novo;261;169;1;10/08/2023 00:00;09/08/2024 00:00
71;M;Impressa;1669;Anual;São José do Rio Preto;Residencial Marcia;261;169;12;10/08/2023 00:00;09/08/2024 00:00
70;M;Impressa;1669;Anual;Votuporanga;Patrimônio Novo;261;169;11;10/08/2023 00:00;09/08/2024 00:00
70;M;Combo;720;Anual;Catanduva;Jardim Soto;104;68;12;12/08/2023 00:00;09/08/2024 00:00
26;F;Combo;720;Anual;São José do Rio Preto;Boa Vista;104;68;12;12/08/2023 00:00;10/08/2024 00:00
73;M;Combo;720;Anual;São José do Rio Preto;Solo Sagrado I;104;68;12;12/08/2023 00:00;10/08/2024 00:00
67;M;Impressa;1669;Anual;São José do Rio Preto;Pinheiros;261;167;3;12/08/2023 00:00;10/08/2024 00:00
61;M;Impressa;1669;Anual;São José do Rio Preto;Boa Vista;261;167;12;12/08/2023 00:00;10/08/2024 00:00
82;M;Impressa;1669;Anual;São José do Rio Preto;Jardim Urano;261;167;11;12/08/2023 00:00;10/08/2024 00:00
74;M;Impressa;1669;Anual;São José do Rio Preto;Centro;261;167;12;12/08/2023 00:00;10/08/2024 00:00
72;M;Impressa;1669;Anual;São José do Rio Preto;Jardim Urano;261;167;12;12/08/2023 00:00;10/08/2024 00:00
75;M;Combo;720;Anual;São José do Rio Preto;Jardim Walkíria;104;68;12;12/08/2023 00:00;09/08/2024 00:00
71;M;Digital;1251,75;Anual;São José do Rio Preto;Centro;261;170;12;12/08/2023 00:00;10/08/2024 00:00
52;M;Combo;720;Anual;São José do Rio Preto;Cecap;104;68;12;12/08/2023 00:00;10/08/2024 00:00
72;M;Digital;1251,75;Anual;São José do Rio Preto;Bosque da Felicidade;261;169;12;12/08/2023 00:00;10/08/2024 00:00
72;M;Impressa;1669;Anual;São José do Rio Preto;Vila Nossa Senhora da Paz;261;167;6;12/08/2023 00:00;10/08/2024 00:00
72;M;Combo;720;Anual;São José do Rio Preto;Jardim Santo Antônio;104;68;12;12/08/2023 00:00;10/08/2024 00:00
64;M;Combo;720;Anual;São José do Rio Preto;Vila Ipiranga;104;68;12;12/08/2023 00:00;10/08/2024 00:00
64;M;Impressa;1669;Anual;São José do Rio Preto;Parque Jaguaré;261;168;11;12/08/2023 00:00;10/08/2024 00:00
68;M;Combo;720;Anual;São José do Rio Preto;Jardim Aclimação;104;68;2;12/08/2023 00:00;10/08/2024 00:00
68;M;Impressa;1669;Anual;São José do Rio Preto;Parque Industrial;261;168;2;12/08/2023 00:00;10/08/2024 00:00
101;M;Combo;720;Anual;São José do Rio Preto;Morada Campestre;104;68;12;12/08/2023 00:00;09/08/2024 00:00
73;M;Digital;1251,75;Anual;São José do Rio Preto;Jardim Nunes;261;170;12;12/08/2023 00:00;10/08/2024 00:00
69;M;Impressa;1669;Anual;São José do Rio Preto;Jardim Tarraf;261;167;6;12/08/2023 00:00;10/08/2024 00:00
61;M;Impressa;1669;Anual;São José do Rio Preto;Centro;261;167;6;12/08/2023 00:00;10/08/2024 00:00
72;F;Impressa;1669;Anual;São José do Rio Preto;Residencial Marcia;261;168;10;12/08/2023 00:00;10/08/2024 00:00
72;M;Impressa;1669;Anual;Catanduva;Centro;261;168;3;12/08/2023 00:00;10/08/2024 00:00
69;M;Combo;720;Anual;Nova Aliança;Centro;104;68;12;12/08/2023 00:00;10/08/2024 00:00
68;F;Impressa;1669;Anual;Urupês;A DEFINIR;261;168;1;12/08/2023 00:00;10/08/2024 00:00
68;F;Combo;720;Anual;Bálsamo;A DEFINIR;104;68;12;12/08/2023 00:00;09/08/2024 00:00
70;F;Digital;1251,75;Anual;Novo Horizonte;A DEFINIR;261;170;12;12/08/2023 00:00;10/08/2024 00:00
68;M;Digital;1251,75;Anual;São José do Rio Preto;QUINTA DO GOLFE;261;168;12;12/08/2023 00:00;10/08/2024 00:00
72;M;Digital;1251,75;Anual;São José do Rio Preto;QUINTA DO GOLFE;261;168;1;12/08/2023 00:00;10/08/2024 00:00
67;M;Impressa;1669;Anual;Mirassol;LOT VILLAGE MIRASSOL;261;168;1;12/08/2023 00:00;10/08/2024 00:00
72;M;Impressa;1669;Anual;Bady Bassitt;SAN REMO;261;168;11;12/08/2023 00:00;10/08/2024 00:00
74;M;Impressa;1669;Anual;Novo Horizonte;JD GUANABARA;261;168;12;12/08/2023 00:00;10/08/2024 00:00
69;M;Impressa;1669;Anual;Fernandópolis;JARDIM PARAISO;261;168;12;12/08/2023 00:00;10/08/2024 00:00
81;M;Impressa;1669;Anual;São José do Rio Preto;Jardim Walkíria;261;167;12;13/08/2023 00:00;12/08/2024 00:00
113;M;Impressa;1669;Anual;São José do Rio Preto;Centro;261;167;12;13/08/2023 00:00;12/08/2024 00:00
69;M;Impressa;1669;Anual;São José do Rio Preto;Vila Aeroporto;261;166;3;13/08/2023 00:00;12/08/2024 00:00
69;M;Digital;1251,75;Anual;São José do Rio Preto;Boa Vista;261;169;12;13/08/2023 00:00;12/08/2024 00:00
73;F;Impressa;1669;Anual;São José do Rio Preto;Vila Fioresi;261;167;11;13/08/2023 00:00;12/08/2024 00:00
